tconst	type_id
tt0084649	g4
tt0084695	g11
tt0084707	g8
tt0084723	g8
tt0084726	g1
tt0084726	g2
tt0084726	g15
tt0084745	g11
tt0084745	g15
tt0084783	g8
tt0084787	g1
tt0084787	g11
tt0084787	g15
tt0084787	g16
tt0084827	g1
tt0084827	g2
tt0084827	g9
tt0084827	g15
tt0084855	g8
tt0084865	g5
tt0084865	g12
tt0084898	g8
tt0084938	g5
tt0085159	g11
tt0085244	g5
tt0085244	g8
tt0085276	g1
tt0085276	g8
tt0085276	g14
tt0085276	g16
tt0085333	g11
tt0085334	g5
tt0085334	g8
tt0085346	g5
tt0085382	g11
tt0085382	g16
tt0085407	g11
tt0085407	g16
tt0085470	g5
tt0085549	g8
tt0085549	g14
tt0085636	g11
tt0085701	g11
tt0085750	g1
tt0085750	g11
tt0085809	g7
tt0085809	g17
tt0085859	g5
tt0085894	g5
tt0085919	g5
tt0085970	g5
tt0085970	g8
tt0085980	g8
tt0085995	g5
tt0086005	g8
tt0086014	g11
tt0086066	g8
tt0086129	g5
tt0086143	g5
tt0086154	g11
tt0086154	g16
tt0086190	g1
tt0086190	g2
tt0086190	g14
tt0086190	g15
tt0086190	g17
tt0086197	g8
tt0086200	g5
tt0086320	g11
tt0086336	g4
tt0086336	g11
tt0086393	g1
tt0086393	g2
tt0086393	g15
tt0086423	g8
tt0086425	g5
tt0086425	g8
tt0086465	g5
tt0086617	g8
tt0086617	g14
tt0086837	g13
tt0086837	g15
tt0086856	g2
tt0086856	g5
tt0086856	g15
tt0086859	g14
tt0086879	g8
tt0086927	g5
tt0086969	g8
tt0086969	g17
tt0086973	g5
tt0086973	g14
tt0086979	g8
tt0086979	g10
tt0087004	g8
tt0087004	g15
tt0087034	g8
tt0087050	g11
tt0087050	g16
tt0087091	g8
tt0087175	g2
tt0087175	g6
tt0087175	g15
tt0087175	g16
tt0087182	g9
tt0087182	g15
tt0087188	g5
tt0087188	g17
tt0087231	g8
tt0087262	g11
tt0087262	g16
tt0087265	g5
tt0087265	g8
tt0087277	g8
tt0087298	g11
tt0087332	g5
tt0087332	g11
tt0087344	g1
tt0087344	g15
tt0087359	g8
tt0087363	g5
tt0087363	g11
tt0087469	g1
tt0087469	g2
tt0087538	g8
tt0087553	g8
tt0087553	g17
tt0087688	g8
tt0087700	g5
tt0087722	g13
tt0087727	g1
tt0087727	g17
tt0087755	g4
tt0087755	g5
tt0087781	g8
tt0087799	g1
tt0087799	g11
tt0087799	g15
tt0087800	g11
tt0087803	g8
tt0087803	g15
tt0087810	g5
tt0087810	g14
tt0087843	g6
tt0087843	g8
tt0087843	g16
tt0087884	g8
tt0087921	g8
tt0087928	g5
tt0087932	g1
tt0087980	g8
tt0087985	g1
tt0087985	g17
tt0087995	g5
tt0087995	g15
tt0088007	g8
tt0088011	g1
tt0088011	g2
tt0088011	g5
tt0088011	g14
tt0088024	g15
tt0088024	g16
tt0088128	g5
tt0088146	g8
tt0088161	g5
tt0088161	g9
tt0088161	g14
tt0088170	g1
tt0088170	g2
tt0088170	g15
tt0088172	g2
tt0088172	g8
tt0088172	g14
tt0088172	g15
tt0088178	g7
tt0088184	g5
tt0088206	g1
tt0088206	g2
tt0088206	g9
tt0088247	g1
tt0088247	g15
tt0088247	g16
tt0088258	g5
tt0088258	g8
tt0088258	g12
tt0088323	g2
tt0088323	g4
tt0088323	g9
tt0088683	g8
tt0088683	g13
tt0088707	g8
tt0088760	g2
tt0088760	g15
tt0088763	g5
tt0088763	g15
tt0088794	g5
tt0088814	g3
tt0088814	g4
tt0088846	g15
tt0088847	g5
tt0088847	g8
tt0088889	g11
tt0088930	g5
tt0088930	g13
tt0088933	g5
tt0088933	g15
tt0088939	g8
tt0089003	g1
tt0089003	g8
tt0089017	g5
tt0089017	g14
tt0089087	g1
tt0089087	g2
tt0089087	g8
tt0089118	g1
tt0089118	g6
tt0089118	g16
tt0089126	g5
tt0089155	g5
tt0089173	g11
tt0089175	g5
tt0089175	g11
tt0089218	g2
tt0089218	g4
tt0089218	g9
tt0089256	g8
tt0089276	g8
tt0089308	g11
tt0089360	g16
tt0089370	g1
tt0089370	g2
tt0089370	g5
tt0089370	g14
tt0089385	g2
tt0089385	g4
tt0089457	g2
tt0089457	g9
tt0089457	g14
tt0089469	g2
tt0089469	g9
tt0089469	g14
tt0089489	g11
tt0089489	g15
tt0089530	g1
tt0089530	g15
tt0089604	g1
tt0089604	g17
tt0089606	g8
tt0089643	g5
tt0089643	g14
tt0089652	g2
tt0089652	g15
tt0089670	g5
tt0089686	g11
tt0089731	g8
tt0089731	g9
tt0089755	g8
tt0089755	g14
tt0089767	g18
tt0089791	g5
tt0089816	g8
tt0089822	g5
tt0089826	g5
tt0089841	g5
tt0089841	g8
tt0089841	g14
tt0089853	g5
tt0089853	g8
tt0089853	g14
tt0089880	g1
tt0089880	g17
tt0089881	g8
tt0089881	g17
tt0089885	g11
tt0089886	g5
tt0089893	g1
tt0089893	g2
tt0089908	g2
tt0089908	g4
tt0089908	g9
tt0089908	g15
tt0089927	g1
tt0089927	g8
tt0089941	g1
tt0089941	g2
tt0089941	g8
tt0089941	g16
tt0089960	g8
tt0089961	g2
tt0089961	g4
tt0089961	g9
tt0089994	g4
tt0089994	g5
tt0090060	g8
tt0090060	g14
tt0090190	g5
tt0090190	g11
tt0090203	g8
tt0090219	g8
tt0090264	g1
tt0090274	g5
tt0090305	g5
tt0090329	g8
tt0090329	g14
tt0090329	g16
tt0090357	g1
tt0090357	g2
tt0090357	g13
tt0090366	g8
tt0090555	g2
tt0090555	g5
tt0090556	g8
tt0090567	g1
tt0090567	g13
tt0090567	g16
tt0090583	g5
tt0090583	g8
tt0090583	g14
tt0090605	g1
tt0090605	g15
tt0090605	g16
tt0090605	g17
tt0090633	g3
tt0090633	g4
tt0090633	g5
tt0090636	g12
tt0090644	g11
tt0090655	g5
tt0090655	g11
tt0090660	g5
tt0090660	g6
tt0090665	g8
tt0090685	g5
tt0090693	g1
tt0090710	g8
tt0090728	g1
tt0090728	g5
tt0090756	g8
tt0090756	g13
tt0090768	g8
tt0090768	g9
tt0090774	g5
tt0090830	g8
tt0090837	g1
tt0090837	g11
tt0090837	g15
tt0090848	g8
tt0090849	g5
tt0090849	g11
tt0090863	g8
tt0090886	g5
tt0090886	g8
tt0090917	g11
tt0090934	g8
tt0090967	g5
tt0090967	g8
tt0091024	g8
tt0091024	g16
tt0091042	g5
tt0091055	g2
tt0091059	g2
tt0091059	g4
tt0091059	g15
tt0091064	g11
tt0091064	g15
tt0091080	g11
tt0091129	g1
tt0091129	g2
tt0091129	g5
tt0091142	g8
tt0091142	g11
tt0091149	g3
tt0091149	g4
tt0091159	g5
tt0091159	g8
tt0091178	g5
tt0091187	g1
tt0091187	g17
tt0091188	g5
tt0091188	g8
tt0091203	g1
tt0091203	g2
tt0091214	g8
tt0091217	g8
tt0091223	g5
tt0091223	g11
tt0091225	g2
tt0091225	g4
tt0091225	g15
tt0091278	g1
tt0091278	g17
tt0091288	g8
tt0091306	g1
tt0091306	g5
tt0091306	g14
tt0091306	g16
tt0091313	g1
tt0091313	g8
tt0091313	g16
tt0091326	g1
tt0091326	g2
tt0091326	g8
tt0091343	g11
tt0091344	g1
tt0091344	g2
tt0091344	g11
tt0091369	g2
tt0091369	g4
tt0091369	g9
tt0091400	g1
tt0091400	g2
tt0091419	g5
tt0091419	g11
tt0091419	g12
tt0091431	g1
tt0091431	g2
tt0091431	g5
tt0091445	g8
tt0091480	g8
tt0091499	g11
tt0091530	g8
tt0091538	g5
tt0091538	g16
tt0091541	g5
tt0091554	g8
tt0091554	g13
tt0091557	g8
tt0091579	g5
tt0091605	g13
tt0091613	g8
tt0091630	g5
tt0091630	g11
tt0091630	g15
tt0091635	g8
tt0091637	g1
tt0091637	g16
tt0091651	g11
tt0091653	g5
tt0091680	g5
tt0091699	g8
tt0091738	g5
tt0091738	g14
tt0091763	g8
tt0091763	g17
tt0091777	g5
tt0091778	g11
tt0091778	g16
tt0091790	g5
tt0091790	g8
tt0091790	g14
tt0091799	g11
tt0091799	g16
tt0091829	g11
tt0091829	g16
tt0091867	g8
tt0091867	g14
tt0091875	g1
tt0091875	g5
tt0091877	g5
tt0091934	g2
tt0091939	g5
tt0091939	g14
tt0091954	g8
tt0091990	g11
tt0091991	g5
tt0092005	g2
tt0092005	g5
tt0092005	g8
tt0092007	g1
tt0092007	g2
tt0092007	g15
tt0092048	g5
tt0092068	g5
tt0092068	g8
tt0092076	g11
tt0092079	g8
tt0092086	g5
tt0092086	g18
tt0092099	g1
tt0092099	g14
tt0092105	g5
tt0092112	g11
tt0092123	g8
tt0092173	g8
tt0092173	g14
tt0092225	g1
tt0092225	g6
tt0092281	g8
tt0092493	g2
tt0092493	g5
tt0092513	g2
tt0092513	g5
tt0092534	g1
tt0092534	g2
tt0092537	g5
tt0092537	g14
tt0092559	g5
tt0092559	g8
tt0092559	g14
tt0092563	g10
tt0092563	g13
tt0092563	g16
tt0092585	g1
tt0092610	g5
tt0092610	g11
tt0092627	g16
tt0092632	g11
tt0092632	g16
tt0092638	g2
tt0092638	g4
tt0092666	g5
tt0092666	g14
tt0092675	g1
tt0092699	g5
tt0092699	g8
tt0092699	g14
tt0092710	g5
tt0092796	g11
tt0092834	g5
tt0092834	g9
tt0092850	g11
tt0092857	g1
tt0092857	g8
tt0092890	g12
tt0092890	g14
tt0092991	g1
tt0092991	g2
tt0092991	g5
tt0092991	g11
tt0093010	g16
tt0093011	g1
tt0093011	g6
tt0093051	g5
tt0093058	g1
tt0093058	g8
tt0093058	g17
tt0093072	g2
tt0093072	g4
tt0093075	g11
tt0093105	g5
tt0093105	g8
tt0093105	g17
tt0093148	g5
tt0093176	g11
tt0093177	g11
tt0093185	g1
tt0093185	g11
tt0093185	g15
tt0093191	g5
tt0093191	g8
tt0093191	g14
tt0093199	g9
tt0093206	g8
tt0093206	g17
tt0093220	g5
tt0093220	g11
tt0093229	g1
tt0093378	g8
tt0093389	g8
tt0093389	g17
tt0093409	g1
tt0093409	g5
tt0093409	g6
tt0093409	g8
tt0093415	g8
tt0093509	g8
tt0093512	g8
tt0093512	g14
tt0093516	g5
tt0093565	g5
tt0093596	g5
tt0093605	g5
tt0093605	g11
tt0093608	g5
tt0093608	g11
tt0093629	g11
tt0093640	g16
tt0093690	g5
tt0093690	g13
tt0093756	g5
tt0093773	g1
tt0093773	g15
tt0093773	g16
tt0093776	g8
tt0093779	g1
tt0093779	g2
tt0093779	g5
tt0093779	g14
tt0093818	g5
tt0093818	g8
tt0093822	g5
tt0093870	g1
tt0093870	g6
tt0093870	g15
tt0093894	g1
tt0093894	g2
tt0093894	g15
tt0093990	g11
tt0093996	g11
tt0094006	g8
tt0094006	g14
tt0094008	g1
tt0094008	g6
tt0094008	g16
tt0094012	g5
tt0094012	g15
tt0094027	g8
tt0094074	g1
tt0094074	g2
tt0094074	g15
tt0094077	g8
tt0094155	g5
tt0094155	g8
tt0094226	g1
tt0094226	g6
tt0094226	g8
tt0094265	g5
tt0094265	g8
tt0094293	g1
tt0094321	g5
tt0094336	g5
tt0094347	g8
tt0094612	g1
tt0094612	g5
tt0094625	g2
tt0094625	g3
tt0094625	g15
tt0094625	g16
tt0094631	g6
tt0094631	g8
tt0094631	g15
tt0094721	g5
tt0094721	g9
tt0094731	g8
tt0094731	g16
tt0094737	g5
tt0094737	g9
tt0094792	g1
tt0094792	g17
tt0094812	g5
tt0094822	g16
tt0094862	g11
tt0094878	g8
tt0094882	g8
tt0094890	g5
tt0094890	g15
tt0094924	g8
tt0094947	g8
tt0094947	g14
tt0094964	g8
tt0094964	g16
tt0094980	g7
tt0095016	g1
tt0095016	g16
tt0095159	g5
tt0095179	g11
tt0095188	g5
tt0095238	g8
tt0095250	g2
tt0095250	g14
tt0095270	g5
tt0095270	g8
tt0095271	g11
tt0095294	g11
tt0095382	g1
tt0095382	g17
tt0095497	g8
tt0095525	g15
tt0095564	g8
tt0095593	g5
tt0095631	g1
tt0095631	g2
tt0095631	g5
tt0095631	g6
tt0095652	g11
tt0095652	g15
tt0095675	g5
tt0095675	g8
tt0095705	g5
tt0095709	g2
tt0095709	g9
tt0095709	g15
tt0095742	g11
tt0095765	g5
tt0095765	g8
tt0095765	g14
tt0095776	g3
tt0095776	g4
tt0095800	g2
tt0095863	g11
tt0095882	g5
tt0095889	g11
tt0095889	g16
tt0095897	g1
tt0095925	g11
tt0095953	g8
tt0095956	g1
tt0095956	g17
tt0095977	g1
tt0095977	g5
tt0096054	g8
tt0096061	g5
tt0096073	g16
tt0096166	g5
tt0096171	g8
tt0096211	g1
tt0096211	g16
tt0096244	g1
tt0096244	g14
tt0096244	g16
tt0096257	g7
tt0096259	g5
tt0096324	g8
tt0096328	g7
tt0096328	g12
tt0096332	g8
tt0096378	g2
tt0096378	g5
tt0096438	g2
tt0096438	g3
tt0096438	g10
tt0096446	g1
tt0096446	g2
tt0096446	g9
tt0096463	g5
tt0096463	g8
tt0096487	g1
tt0096487	g5
tt0096487	g18
tt0096734	g5
tt0096754	g1
tt0096754	g2
tt0096754	g15
tt0096754	g16
tt0096787	g3
tt0096787	g4
tt0096874	g5
tt0096874	g15
tt0096895	g1
tt0096895	g2
tt0096895	g6
tt0096895	g8
tt0096978	g2
tt0097050	g4
tt0097053	g2
tt0097053	g4
tt0097100	g8
tt0097100	g15
tt0097100	g16
tt0097108	g8
tt0097123	g5
tt0097162	g16
tt0097165	g8
tt0097202	g1
tt0097202	g16
tt0097216	g5
tt0097216	g8
tt0097223	g8
tt0097239	g8
tt0097240	g6
tt0097240	g8
tt0097322	g8
tt0097322	g14
tt0097351	g8
tt0097366	g5
tt0097368	g11
tt0097368	g15
tt0097372	g7
tt0097388	g11
tt0097390	g11
tt0097428	g5
tt0097428	g11
tt0097441	g1
tt0097441	g8
tt0097441	g17
tt0097443	g5
tt0097474	g11
tt0097493	g5
tt0097499	g8
tt0097499	g17
tt0097523	g2
tt0097523	g4
tt0097523	g5
tt0097523	g9
tt0097523	g15
tt0097576	g1
tt0097576	g2
tt0097647	g1
tt0097647	g2
tt0097647	g8
tt0097717	g5
tt0097733	g1
tt0097733	g5
tt0097733	g6
tt0097733	g8
tt0097742	g1
tt0097757	g3
tt0097757	g4
tt0097757	g5
tt0097757	g12
tt0097757	g14
tt0097937	g8
tt0097940	g5
tt0097940	g6
tt0097940	g8
tt0097958	g5
tt0097981	g11
tt0098067	g5
tt0098067	g8
tt0098084	g11
tt0098105	g5
tt0098115	g4
tt0098115	g8
tt0098136	g11
tt0098143	g11
tt0098143	g15
tt0098143	g16
tt0098213	g5
tt0098213	g7
tt0098251	g8
tt0098251	g14
tt0098258	g5
tt0098258	g8
tt0098258	g14
tt0098309	g5
tt0098382	g1
tt0098382	g2
tt0098382	g15
tt0098384	g8
tt0098502	g5
tt0098502	g11
tt0098503	g5
tt0098503	g11
tt0098625	g8
tt0098627	g5
tt0098635	g5
tt0098635	g14
tt0098645	g5
tt0098724	g8
tt0099005	g1
tt0099005	g5
tt0099014	g5
tt0099014	g8
tt0099014	g14
tt0099028	g7
tt0099030	g11
tt0099052	g1
tt0099052	g5
tt0099052	g15
tt0099052	g16
tt0099077	g8
tt0099088	g5
tt0099088	g15
tt0099088	g18
tt0099141	g1
tt0099141	g2
tt0099141	g14
tt0099141	g16
tt0099165	g5
tt0099180	g5
tt0099180	g11
tt0099253	g11
tt0099291	g8
tt0099291	g14
tt0099317	g3
tt0099317	g5
tt0099334	g1
tt0099334	g8
tt0099334	g14
tt0099348	g2
tt0099348	g8
tt0099348	g18
tt0099371	g1
tt0099371	g14
tt0099422	g1
tt0099422	g6
tt0099423	g1
tt0099423	g16
tt0099487	g8
tt0099487	g14
tt0099528	g11
tt0099558	g1
tt0099558	g2
tt0099558	g5
tt0099582	g16
tt0099636	g11
tt0099653	g5
tt0099653	g14
tt0099653	g16
tt0099674	g1
tt0099674	g6
tt0099674	g8
tt0099685	g6
tt0099685	g8
tt0099697	g11
tt0099697	g16
tt0099700	g5
tt0099700	g11
tt0099703	g6
tt0099703	g8
tt0099703	g10
tt0099710	g11
tt0099710	g16
tt0099726	g8
tt0099750	g5
tt0099763	g6
tt0099763	g11
tt0099785	g4
tt0099785	g5
tt0099797	g8
tt0099797	g14
tt0099800	g5
tt0099810	g1
tt0099810	g16
tt0099871	g11
tt0099871	g13
tt0099871	g16
tt0099939	g1
tt0099939	g6
tt0099994	g11
tt0100046	g8
tt0100114	g1
tt0100114	g8
tt0100134	g8
tt0100142	g5
tt0100150	g8
tt0100157	g11
tt0100168	g8
tt0100212	g5
tt0100240	g2
tt0100240	g4
tt0100240	g9
tt0100263	g16
tt0100318	g16
tt0100332	g7
tt0100403	g1
tt0100403	g15
tt0100403	g16
tt0100405	g5
tt0100405	g14
tt0100419	g5
tt0100436	g8
tt0100438	g11
tt0100438	g15
tt0100438	g16
tt0100475	g5
tt0100477	g3
tt0100477	g4
tt0100502	g1
tt0100502	g6
tt0100502	g15
tt0100507	g1
tt0100507	g8
tt0100519	g5
tt0100519	g8
tt0100594	g8
tt0100639	g11
tt0100649	g15
tt0100649	g16
tt0100663	g11
tt0100680	g8
tt0100680	g14
tt0100740	g11
tt0100758	g1
tt0100758	g4
tt0100758	g9
tt0100802	g1
tt0100802	g2
tt0100802	g15
tt0100802	g16
tt0100828	g8
tt0100840	g8
tt0100990	g8
tt0100994	g1
tt0100994	g5
tt0100994	g18
tt0101026	g8
tt0101272	g5
tt0101318	g8
tt0101318	g14
tt0101329	g3
tt0101329	g4
tt0101329	g5
tt0101393	g1
tt0101393	g8
tt0101414	g3
tt0101414	g4
tt0101414	g12
tt0101458	g8
tt0101458	g15
tt0101492	g11
tt0101523	g5
tt0101523	g14
tt0101530	g5
tt0101540	g16
tt0101605	g5
tt0101605	g8
tt0101615	g8
tt0101640	g8
tt0101669	g13
tt0101669	g14
tt0101669	g16
tt0101692	g5
tt0101698	g5
tt0101698	g14
tt0101700	g5
tt0101700	g15
tt0101761	g8
tt0101761	g12
tt0101765	g8
tt0101775	g5
tt0101775	g9
tt0101787	g8
tt0101787	g14
tt0101811	g8
tt0101846	g1
tt0101846	g6
tt0101846	g16
tt0101889	g5
tt0101889	g8
tt0101889	g14
tt0101917	g11
tt0101921	g8
tt0101969	g6
tt0101969	g8
tt0102014	g5
tt0102057	g2
tt0102057	g9
tt0102065	g5
tt0102138	g8
tt0102138	g13
tt0102175	g8
tt0102175	g14
tt0102250	g5
tt0102250	g14
tt0102336	g5
tt0102370	g7
tt0102426	g5
tt0102426	g17
tt0102469	g13
tt0102469	g16
tt0102494	g8
tt0102510	g5
tt0102536	g5
tt0102536	g8
tt0102558	g2
tt0102558	g5
tt0102592	g16
tt0102687	g8
tt0102713	g8
tt0102713	g14
tt0102719	g5
tt0102728	g11
tt0102728	g15
tt0102728	g16
tt0102741	g5
tt0102741	g8
tt0102757	g8
tt0102757	g13
tt0102798	g8
tt0102803	g1
tt0102803	g2
tt0102803	g15
tt0102855	g8
tt0102898	g5
tt0102926	g8
tt0102926	g16
tt0102951	g5
tt0102975	g1
tt0102975	g2
tt0102975	g15
tt0103060	g1
tt0103060	g4
tt0103060	g9
tt0103064	g1
tt0103064	g15
tt0103064	g16
tt0103074	g1
tt0103074	g8
tt0103095	g8
tt0103130	g5
tt0103130	g8
tt0103207	g5
tt0103241	g5
tt0103617	g1
tt0103617	g17
tt0103639	g3
tt0103639	g4
tt0103639	g5
tt0103639	g12
tt0103644	g1
tt0103644	g11
tt0103644	g15
tt0103644	g16
tt0103678	g11
tt0103759	g6
tt0103759	g8
tt0103767	g7
tt0103772	g13
tt0103772	g16
tt0103776	g1
tt0103776	g2
tt0103776	g5
tt0103776	g6
tt0103850	g5
tt0103855	g1
tt0103855	g8
tt0103855	g14
tt0103855	g16
tt0103859	g5
tt0103859	g14
tt0103873	g5
tt0103873	g11
tt0103874	g11
tt0103874	g14
tt0103893	g5
tt0103893	g11
tt0103905	g1
tt0103905	g5
tt0103905	g6
tt0103905	g8
tt0103919	g11
tt0103926	g5
tt0103956	g11
tt0103994	g8
tt0103994	g14
tt0104029	g11
tt0104036	g8
tt0104036	g14
tt0104036	g17
tt0104040	g8
tt0104046	g8
tt0104057	g8
tt0104070	g5
tt0104109	g8
tt0104114	g5
tt0104187	g5
tt0104231	g8
tt0104231	g14
tt0104257	g6
tt0104257	g8
tt0104291	g2
tt0104291	g14
tt0104291	g15
tt0104299	g1
tt0104299	g15
tt0104348	g8
tt0104361	g3
tt0104361	g5
tt0104389	g16
tt0104403	g8
tt0104409	g11
tt0104412	g5
tt0104412	g8
tt0104431	g4
tt0104431	g5
tt0104437	g4
tt0104437	g5
tt0104437	g15
tt0104438	g5
tt0104438	g14
tt0104454	g8
tt0104507	g8
tt0104507	g14
tt0104549	g16
tt0104558	g1
tt0104558	g16
tt0104606	g8
tt0104684	g1
tt0104684	g6
tt0104691	g1
tt0104691	g14
tt0104691	g17
tt0104692	g1
tt0104692	g15
tt0104692	g16
tt0104694	g5
tt0104694	g8
tt0104714	g1
tt0104714	g5
tt0104714	g6
tt0104714	g8
tt0104740	g3
tt0104740	g4
tt0104779	g8
tt0104797	g8
tt0104815	g1
tt0104815	g16
tt0104837	g5
tt0104839	g2
tt0104839	g14
tt0104868	g4
tt0104868	g5
tt0104928	g5
tt0104928	g8
tt0104940	g4
tt0104940	g12
tt0104952	g5
tt0104990	g4
tt0104990	g12
tt0105032	g8
tt0105046	g8
tt0105107	g8
tt0105112	g1
tt0105112	g16
tt0105128	g11
tt0105130	g5
tt0105130	g8
tt0105151	g5
tt0105151	g8
tt0105156	g16
tt0105179	g11
tt0105201	g5
tt0105226	g16
tt0105236	g6
tt0105236	g16
tt0105265	g8
tt0105267	g5
tt0105267	g8
tt0105275	g1
tt0105275	g8
tt0105316	g8
tt0105323	g8
tt0105399	g1
tt0105399	g5
tt0105414	g1
tt0105415	g5
tt0105415	g8
tt0105415	g14
tt0105417	g5
tt0105417	g6
tt0105428	g11
tt0105435	g6
tt0105435	g8
tt0105435	g15
tt0105466	g5
tt0105477	g1
tt0105477	g5
tt0105488	g5
tt0105488	g14
tt0105569	g15
tt0105629	g1
tt0105629	g5
tt0105629	g9
tt0105652	g5
tt0105660	g8
tt0105665	g8
tt0105665	g13
tt0105690	g1
tt0105695	g18
tt0105698	g1
tt0105698	g15
tt0105729	g8
tt0105737	g5
tt0105737	g14
tt0105793	g5
tt0105812	g5
tt0105813	g8
tt0105813	g16
tt0106220	g5
tt0106226	g8
tt0106246	g8
tt0106262	g11
tt0106266	g5
tt0106273	g8
tt0106292	g5
tt0106292	g16
tt0106308	g1
tt0106308	g2
tt0106308	g5
tt0106308	g11
tt0106308	g15
tt0106332	g8
tt0106332	g14
tt0106339	g8
tt0106339	g12
tt0106364	g3
tt0106364	g4
tt0106379	g8
tt0106387	g5
tt0106387	g14
tt0106400	g5
tt0106402	g8
tt0106402	g11
tt0106408	g5
tt0106408	g8
tt0106452	g11
tt0106452	g15
tt0106452	g16
tt0106455	g1
tt0106455	g8
tt0106469	g6
tt0106469	g8
tt0106471	g13
tt0106471	g14
tt0106471	g16
tt0106473	g8
tt0106489	g8
tt0106505	g8
tt0106519	g6
tt0106519	g8
tt0106521	g11
tt0106521	g15
tt0106535	g8
tt0106537	g8
tt0106544	g1
tt0106557	g11
tt0106582	g1
tt0106582	g2
tt0106582	g6
tt0106598	g5
tt0106598	g15
tt0106611	g5
tt0106627	g16
tt0106660	g8
tt0106664	g11
tt0106664	g13
tt0106673	g5
tt0106673	g14
tt0106677	g5
tt0106678	g8
tt0106697	g1
tt0106697	g15
tt0106810	g8
tt0106834	g5
tt0106834	g14
tt0106856	g1
tt0106856	g8
tt0106868	g2
tt0106868	g4
tt0106868	g8
tt0106868	g14
tt0106873	g5
tt0106878	g5
tt0106880	g5
tt0106881	g8
tt0106918	g8
tt0106918	g16
tt0106926	g8
tt0106926	g13
tt0106926	g14
tt0106941	g5
tt0106965	g2
tt0106965	g4
tt0106965	g8
tt0106966	g8
tt0106977	g1
tt0106977	g16
tt0107002	g8
tt0107004	g8
tt0107004	g18
tt0107048	g5
tt0107048	g14
tt0107050	g5
tt0107057	g6
tt0107057	g8
tt0107057	g16
tt0107076	g1
tt0107076	g2
tt0107076	g6
tt0107076	g16
tt0107091	g5
tt0107091	g9
tt0107096	g1
tt0107096	g8
tt0107096	g17
tt0107120	g4
tt0107120	g5
tt0107131	g2
tt0107131	g4
tt0107144	g1
tt0107144	g5
tt0107144	g17
tt0107151	g8
tt0107151	g14
tt0107206	g1
tt0107206	g16
tt0107207	g8
tt0107209	g8
tt0107209	g9
tt0107211	g8
tt0107225	g8
tt0107274	g1
tt0107274	g8
tt0107282	g8
tt0107286	g1
tt0107290	g1
tt0107290	g2
tt0107290	g15
tt0107302	g8
tt0107302	g16
tt0107314	g7
tt0107315	g8
tt0107322	g8
tt0107349	g5
tt0107349	g8
tt0107362	g1
tt0107362	g5
tt0107413	g5
tt0107426	g8
tt0107447	g5
tt0107468	g8
tt0107471	g8
tt0107472	g7
tt0107478	g5
tt0107497	g16
tt0107501	g8
tt0107507	g5
tt0107507	g13
tt0107554	g1
tt0107554	g6
tt0107554	g8
tt0107566	g8
tt0107575	g5
tt0107611	g8
tt0107611	g14
tt0107613	g5
tt0107613	g14
tt0107614	g5
tt0107616	g5
tt0107616	g14
tt0107626	g5
tt0107630	g8
tt0107642	g5
tt0107653	g8
tt0107659	g1
tt0107659	g5
tt0107665	g8
tt0107665	g11
tt0107688	g4
tt0107688	g5
tt0107688	g12
tt0107727	g7
tt0107756	g8
tt0107779	g5
tt0107798	g16
tt0107808	g1
tt0107808	g8
tt0107818	g8
tt0107822	g8
tt0107822	g14
tt0107840	g8
tt0107889	g1
tt0107889	g8
tt0107895	g8
tt0107895	g16
tt0107899	g11
tt0107899	g15
tt0107899	g16
tt0107920	g8
tt0107943	g8
tt0107952	g3
tt0107952	g4
tt0107952	g12
tt0107969	g1
tt0107969	g8
tt0107969	g13
tt0107977	g5
tt0107978	g15
tt0107978	g16
tt0107983	g6
tt0107983	g16
tt0108000	g8
tt0108002	g8
tt0108026	g8
tt0108052	g8
tt0108052	g17
tt0108059	g16
tt0108065	g8
tt0108069	g2
tt0108069	g4
tt0108071	g4
tt0108071	g8
tt0108101	g8
tt0108101	g14
tt0108122	g8
tt0108147	g5
tt0108149	g8
tt0108160	g5
tt0108160	g14
tt0108162	g16
tt0108167	g5
tt0108174	g5
tt0108174	g14
tt0108174	g16
tt0108181	g8
tt0108181	g16
tt0108185	g8
tt0108185	g13
tt0108185	g14
tt0108186	g5
tt0108211	g17
tt0108220	g5
tt0108220	g8
tt0108227	g8
tt0108238	g1
tt0108255	g1
tt0108255	g2
tt0108255	g4
tt0108255	g15
tt0108260	g10
tt0108260	g16
tt0108265	g8
tt0108265	g17
tt0108308	g1
tt0108308	g4
tt0108308	g9
tt0108328	g7
tt0108333	g1
tt0108333	g2
tt0108333	g5
tt0108358	g18
tt0108394	g8
tt0108399	g1
tt0108399	g6
tt0108399	g14
tt0108500	g5
tt0108500	g15
tt0108515	g7
tt0108525	g5
tt0108526	g3
tt0108526	g4
tt0108550	g8
tt0108551	g8
tt0108598	g3
tt0108598	g5
tt0109001	g14
tt0109021	g8
tt0109028	g5
tt0109028	g8
tt0109035	g8
tt0109040	g5
tt0109045	g5
tt0109045	g8
tt0109066	g8
tt0109067	g5
tt0109068	g5
tt0109093	g6
tt0109093	g8
tt0109093	g16
tt0109120	g2
tt0109120	g4
tt0109127	g4
tt0109127	g5
tt0109191	g5
tt0109191	g8
tt0109198	g18
tt0109206	g8
tt0109219	g5
tt0109219	g14
tt0109226	g8
tt0109254	g1
tt0109254	g5
tt0109255	g5
