tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0070544	movie	fantastic planet	la planète sauvage	0	1973	\n	72	animation|sci-fi
tt0070608	movie	robin hood	robin hood	0	1973	\n	83	animation|children
tt0070666	movie	serpico	serpico	0	1973	\n	130	crime|drama
tt0070679	movie	shaft in africa	shaft in africa	0	1973	\n	112	action|crime
tt0070707	movie	sleeper	sleeper	0	1973	\n	89	comedy|sci-fi
tt0070723	movie	soylent green	soylent green	0	1973	\n	97	sci-fi|thriller
tt0070735	movie	the sting	the sting	0	1973	\n	129	comedy|crime
tt0070820	movie	touki bouki	touki bouki	0	1973	\n	85	drama
tt0070903	movie	the way we were	the way we were	0	1973	\n	118	drama
tt0070909	movie	westworld	westworld	0	1973	\n	88	action|sci-fi|thriller|western
tt0071110	movie	airport 1975	airport 1975	0	1974	\n	107	drama
tt0071206	movie	benji	benji	0	1974	\n	86	adventure|children
tt0071230	movie	blazing saddles	blazing saddles	0	1974	\n	93	comedy|western
tt0071233	movie	blood for dracula	blood for dracula	0	1974	\n	103	horror
tt0071288	movie	the castaway cowboy	the castaway cowboy	0	1974	\n	91	comedy|western
tt0071315	movie	chinatown	chinatown	0	1974	\n	130	film-noir|mystery|thriller
tt0071360	movie	the conversation	the conversation	0	1974	\n	113	drama|mystery
tt0071402	movie	death wish	death wish	0	1974	\n	93	action|drama
tt0071411	movie	dersu uzala	dersu uzala	0	1975	\n	142	adventure|drama
tt0071455	movie	earthquake	earthquake	0	1974	\n	123	action
tt0071562	movie	the godfather: part ii	the godfather: part ii	0	1974	\n	202	action|crime|drama
tt0071569	movie	the golden voyage of sinbad	the golden voyage of sinbad	0	1973	\n	105	action|adventure
tt0071607	movie	herbie rides again	herbie rides again	0	1974	\n	88	adventure|children|comedy
tt0071650	movie	ilsa: she wolf of the ss	ilsa: she wolf of the ss	0	1975	\n	96	horror
tt0071772	movie	the lords of flatbush	the lords of flatbush	0	1974	\n	86	comedy
tt0071807	movie	the man with the golden gun	the man with the golden gun	0	1974	\n	125	action
tt0071853	movie	monty python and the holy grail	monty python and the holy grail	0	1975	\n	91	comedy
tt0071910	movie	the night porter	il portiere di notte	0	1974	\n	118	drama
tt0071935	movie	the odessa file	the odessa file	0	1974	\n	130	thriller
tt0072081	movie	the return of the pink panther	the return of the pink panther	0	1975	\n	113	comedy
tt0072226	movie	the sugarland express	the sugarland express	0	1974	\n	110	drama
tt0072251	movie	the taking of pelham one two three	the taking of pelham one two three	0	1974	\n	104	action
tt0072271	movie	the texas chain saw massacre	the texas chain saw massacre	0	1974	\n	83	horror
tt0072288	movie	thunderbolt and lightfoot	thunderbolt and lightfoot	0	1974	\n	115	action
tt0072308	movie	the towering inferno	the towering inferno	0	1974	\n	165	action|drama
tt0072362	movie	a very natural thing	a very natural thing	0	1974	\n	80	drama
tt0072431	movie	young frankenstein	young frankenstein	0	1974	\n	106	comedy|horror
tt0072443	movie	the mirror	zerkalo	0	1975	\n	107	drama
tt0072653	movie	the apple dumpling gang	the apple dumpling gang	0	1975	\n	100	children|comedy|western
tt0072684	movie	barry lyndon	barry lyndon	0	1975	\n	185	drama
tt0072742	movie	brother can you spare a dime	brother can you spare a dime	0	1975	\n	103	documentary
tt0072890	movie	dog day afternoon	dog day afternoon	0	1975	\n	125	comedy|crime|drama
tt0072951	movie	escape to witch mountain	escape to witch mountain	0	1975	\n	97	adventure|children|fantasy
tt0073195	movie	jaws	jaws	0	1975	\n	124	action|horror
tt0073312	movie	love and death	love and death	0	1975	\n	85	comedy
tt0073327	movie	autopsy	macchie solari	0	1975	\n	100	horror
tt0073341	movie	the man who would be king	the man who would be king	0	1975	\n	129	adventure
tt0073440	movie	nashville	nashville	0	1975	\n	160	drama|musical
tt0073486	movie	one flew over the cuckoo's nest	one flew over the cuckoo's nest	0	1975	\n	133	drama
tt0073540	movie	picnic at hanging rock	picnic at hanging rock	0	1975	\n	115	drama|mystery
tt0073629	movie	the rocky horror picture show	the rocky horror picture show	0	1975	\n	100	comedy|horror|musical|sci-fi
tt0073692	movie	shampoo	shampoo	0	1975	\n	109	comedy|romance
tt0073747	movie	the stepford wives	the stepford wives	0	1975	\n	115	sci-fi|thriller
tt0073778	movie	switchblade sisters	the jezebels	0	1975	\n	91	crime
tt0073802	movie	three days of the condor	three days of the condor	0	1975	\n	117	thriller
tt0073812	movie	tommy	tommy	0	1975	\n	111	drama|musical
tt0073817	movie	swept away	travolti da un insolito destino nell'azzurro mare d'agosto	0	1974	\n	116	comedy|drama
tt0073902	movie	the wild mccullochs	the wild mccullochs	0	1975	\n	93	drama
tt0074102	movie	in the realm of the senses	ai no korîda	0	1976	\n	109	drama
tt0074156	movie	assault on precinct 13	assault on precinct 13	0	1976	\n	91	action|thriller
tt0074235	movie	bound for glory	bound for glory	0	1976	\n	147	drama
tt0074258	movie	burnt offerings	burnt offerings	0	1976	\n	116	horror
tt0074285	movie	carrie	carrie	0	1976	\n	98	horror
tt0074455	movie	eaten alive	eaten alive	0	1976	\n	91	horror
tt0074486	movie	eraserhead	eraserhead	0	1977	\n	89	drama|horror
tt0074512	movie	family plot	family plot	0	1976	\n	120	comedy|thriller
tt0074695	movie	cross of iron	cross of iron	0	1977	\n	132	war
tt0074718	movie	jonah who will be 25 in the year 2000	jonas qui aura 25 ans en l'an 2000	0	1976	\n	116	comedy
tt0074751	movie	king kong	king kong	0	1976	\n	134	action|adventure|horror
tt0074812	movie	logan's run	logan's run	0	1976	\n	119	action|adventure|sci-fi
tt0074860	movie	marathon man	marathon man	0	1976	\n	125	thriller
tt0074958	movie	network	network	0	1976	\n	121	comedy|drama
tt0075005	movie	the omen	the omen	0	1976	\n	111	horror
tt0075029	movie	the outlaw josey wales	the outlaw josey wales	0	1976	\n	135	western
tt0075040	movie	seven beauties	pasqualino settebellezze	0	1975	\n	116	comedy|drama
tt0075148	movie	rocky	rocky	0	1976	\n	120	action|drama
tt0075169	movie	shadow of angels	schatten der engel	0	1976	\n	101	drama
tt0075200	movie	the shaggy d.a.	the shaggy d.a.	0	1976	\n	91	children|comedy
tt0075232	movie	the slipper and the rose: the story of cinderella	the slipper and the rose: the story of cinderella	0	1976	\n	146	adventure|musical|romance
tt0075314	movie	taxi driver	taxi driver	0	1976	\n	113	drama|thriller
tt0075406	movie	voyage of the damned	voyage of the damned	0	1976	\n	155	drama
tt0075648	movie	airport '77	airport '77	0	1977	\n	114	drama
tt0075686	movie	annie hall	annie hall	0	1977	\n	93	comedy|romance
tt0075704	movie	audrey rose	audrey rose	0	1977	\n	113	horror
tt0075807	movie	candleshoe	candleshoe	0	1977	\n	101	adventure|children|comedy
tt0075860	movie	close encounters of the third kind	close encounters of the third kind	0	1977	\n	138	drama|sci-fi
tt0076009	movie	exorcist ii: the heretic	exorcist ii: the heretic	0	1977	\n	118	horror
tt0076044	movie	for the love of benji	for the love of benji	0	1977	\n	85	adventure|children
tt0076054	movie	freaky friday	freaky friday	0	1976	\n	95	children|comedy
tt0076095	movie	the goodbye girl	the goodbye girl	0	1977	\n	111	comedy|romance
tt0076123	movie	citizens band	handle with care	0	1977	\n	98	comedy
tt0076137	movie	herbie goes to monte carlo	herbie goes to monte carlo	0	1977	\n	105	adventure|children|comedy
tt0076150	movie	alice sweet alice	communion	0	1976	\n	98	horror
tt0076164	movie	goliathon	xing xing wang	0	1977	\n	86	adventure|sci-fi
tt0076257	movie	the kentucky fried movie	the kentucky fried movie	0	1977	\n	83	comedy
tt0076538	movie	pete's dragon	pete's dragon	0	1977	\n	128	adventure|animation|children|musical
tt0076618	movie	the rescuers	the rescuers	0	1977	\n	78	animation|children
tt0076636	movie	rollercoaster	rollercoaster	0	1977	\n	119	drama|thriller
tt0076716	movie	sinbad and the eye of the tiger	sinbad and the eye of the tiger	0	1977	\n	113	action|adventure
tt0076752	movie	the spy who loved me	the spy who loved me	0	1977	\n	125	action
tt0076759	movie	star wars: episode iv - a new hope	star wars	0	1977	\n	121	action|adventure|fantasy|sci-fi
tt0077132	movie	empire of passion	ai no bôrei	0	1978	\n	105	drama
tt0077189	movie	avalanche	avalanche	0	1978	\n	91	action
tt0077248	movie	blue collar	blue collar	0	1978	\n	114	crime|drama
tt0077269	movie	the boys from brazil	the boys from brazil	0	1978	\n	125	thriller
tt0077280	movie	the buddy holly story	the buddy holly story	0	1978	\n	114	drama
tt0077305	movie	the cat from outer space	the cat from outer space	0	1978	\n	104	children|comedy|sci-fi
tt0077355	movie	coma	coma	0	1978	\n	113	thriller
tt0077362	movie	coming home	coming home	0	1978	\n	127	drama|war
tt0077394	movie	damien: omen ii	damien: omen ii	0	1978	\n	107	horror
tt0077405	movie	days of heaven	days of heaven	0	1978	\n	94	drama
tt0077416	movie	the deer hunter	the deer hunter	0	1978	\n	183	drama|war
tt0077530	movie	eyes of laura mars	eyes of laura mars	0	1978	\n	104	mystery|thriller
tt0077572	movie	force 10 from navarone	force 10 from navarone	0	1978	\n	118	action|war
tt0077588	movie	the fury	the fury	0	1978	\n	118	horror
tt0077631	movie	grease	grease	0	1978	\n	110	comedy|musical|romance
tt0077651	movie	halloween	halloween	0	1978	\n	91	horror
tt0077663	movie	heaven can wait	heaven can wait	0	1978	\n	101	comedy
tt0077698	movie	hot lead and cold feet	hot lead and cold feet	0	1978	\n	90	comedy|western
tt0077711	movie	autumn sonata	höstsonaten	0	1978	\n	99	drama
tt0077742	movie	interiors	interiors	0	1978	\n	92	drama
tt0077766	movie	jaws 2	jaws 2	0	1978	\n	116	action|horror
tt0077869	movie	the lord of the rings	the lord of the rings	0	1978	\n	132	adventure|animation|children|sci-fi
tt0077928	movie	midnight express	midnight express	0	1978	\n	121	drama
tt0077975	movie	animal house	animal house	0	1978	\n	109	comedy
tt0078087	movie	piranha	piranha	0	1978	\n	94	horror|sci-fi
tt0078158	movie	return from witch mountain	return from witch mountain	0	1978	\n	95	children|sci-fi
tt0078346	movie	superman	superman	0	1978	\n	143	action|adventure|sci-fi
tt0078412	movie	train ride to hollywood	train ride to hollywood	0	1975	\n	89	comedy
tt0078446	movie	up in smoke	up in smoke	0	1978	\n	86	comedy
tt0078480	movie	watership down	watership down	0	1978	\n	91	animation|children|drama|fantasy
tt0078718	movie	...and justice for all.	...and justice for all.	0	1979	\n	119	drama|thriller
tt0078740	movie	the concorde... airport '79	the concorde... airport '79	0	1979	\n	113	drama
tt0078748	movie	alien	alien	0	1979	\n	117	action|horror|sci-fi|thriller
tt0078754	movie	all that jazz	all that jazz	0	1979	\n	123	musical
tt0078767	movie	the amityville horror	the amityville horror	0	1979	\n	117	horror
tt0078788	movie	apocalypse now	apocalypse now	0	1979	\n	147	drama|war
tt0078790	movie	the apple dumpling gang rides again	the apple dumpling gang rides again	0	1979	\n	88	children|comedy|western
tt0078841	movie	being there	being there	0	1979	\n	130	comedy
tt0078856	movie	beyond the poseidon adventure	beyond the poseidon adventure	0	1979	\n	114	adventure
tt0078869	movie	the black hole	the black hole	0	1979	\n	98	sci-fi
tt0078875	movie	the tin drum	die blechtrommel	0	1979	\n	142	drama
tt0078902	movie	breaking away	breaking away	0	1979	\n	101	drama
tt0078950	movie	the champ	the champ	0	1979	\n	121	drama
tt0079239	movie	the great santini	the great santini	0	1979	\n	115	drama
tt0079257	movie	h.o.t.s.	h.o.t.s.	0	1979	\n	98	comedy
tt0079367	movie	the jerk	the jerk	0	1979	\n	94	comedy
tt0079417	movie	kramer vs. kramer	kramer vs. kramer	0	1979	\n	105	drama
tt0079470	movie	life of brian	life of brian	0	1979	\n	94	comedy
tt0079501	movie	mad max	mad max	0	1979	\n	88	action|sci-fi
tt0079522	movie	manhattan	manhattan	0	1979	\n	96	comedy|drama|romance
tt0079540	movie	meatballs	meatballs	0	1979	\n	94	comedy
tt0079550	movie	meteor	meteor	0	1979	\n	108	sci-fi
tt0079574	movie	moonraker	moonraker	0	1979	\n	126	action|romance|sci-fi
tt0079588	movie	the muppet movie	the muppet movie	0	1979	\n	95	children|comedy
tt0079640	movie	north dallas forty	north dallas forty	0	1979	\n	119	comedy|drama
tt0079709	movie	penitentiary	penitentiary	0	1979	\n	99	drama
tt0079714	movie	phantasm	phantasm	0	1979	\n	88	horror|sci-fi
tt0079817	movie	rocky ii	rocky ii	0	1979	\n	119	action|drama
tt0079944	movie	stalker	stalker	0	1979	\n	162	mystery|sci-fi
tt0079945	movie	star trek: the motion picture	star trek: the motion picture	0	1979	\n	132	action|adventure|sci-fi
tt0080179	movie	drunken master	zui quan	0	1978	\n	111	action|comedy
tt0080310	movie	breaker morant	'breaker' morant	0	1980	\n	107	drama|war
tt0080339	movie	airplane!	airplane!	0	1980	\n	88	comedy
tt0080354	movie	alligator	alligator	0	1980	\n	91	action|horror|sci-fi
tt0080365	movie	american gigolo	american gigolo	0	1980	\n	117	drama
tt0080388	movie	atlantic city	atlantic city, usa	0	1980	\n	104	crime|drama|romance
tt0080391	movie	attack of the killer tomatoes!	attack of the killer tomatoes!	0	1978	\n	83	comedy|horror
tt0080453	movie	the blue lagoon	the blue lagoon	0	1980	\n	104	adventure|drama|romance
tt0080455	movie	the blues brothers	the blues brothers	0	1980	\n	133	action|comedy|musical
tt0080472	movie	bronco billy	bronco billy	0	1980	\n	116	adventure|drama|romance
tt0080487	movie	caddyshack	caddyshack	0	1980	\n	98	comedy
tt0080491	movie	caligula	caligola	0	1979	\n	156	drama
tt0080678	movie	the elephant man	the elephant man	0	1980	\n	124	drama
tt0080684	movie	star wars: episode v - the empire strikes back	star wars: episode v - the empire strikes back	0	1980	\n	124	action|adventure|drama|sci-fi|war
tt0080714	movie	falling in love again	falling in love again	0	1980	\n	103	comedy
tt0080731	movie	the fiendish plot of dr. fu manchu	the fiendish plot of dr. fu manchu	0	1980	\n	100	comedy
tt0080749	movie	the fog	the fog	0	1980	\n	89	horror
tt0080761	movie	friday the 13th	friday the 13th	0	1980	\n	95	horror
tt0080801	movie	the gods must be crazy	the gods must be crazy	0	1980	\n	109	comedy
tt0080861	movie	herbie goes bananas	herbie goes bananas	0	1980	\n	100	adventure|children|comedy
tt0080881	movie	the hollywood knights	the hollywood knights	0	1980	\n	91	comedy
tt0080913	movie	the idolmaker	the idolmaker	0	1980	\n	117	drama
tt0080923	movie	inferno	inferno	0	1980	\n	107	horror
tt0080979	movie	kagemusha	kagemusha	0	1980	\n	180	drama|war
tt0081150	movie	melvin and howard	melvin and howard	0	1980	\n	95	drama
tt0081207	movie	my bodyguard	my bodyguard	0	1980	\n	96	drama
tt0081283	movie	ordinary people	ordinary people	0	1980	\n	124	drama
tt0081318	movie	city of the living dead	paura nella città dei morti viventi	0	1980	\n	93	horror
tt0081353	movie	popeye	popeye	0	1980	\n	114	adventure|comedy|musical
tt0081375	movie	private benjamin	private benjamin	0	1980	\n	109	comedy
tt0081383	movie	prom night	prom night	0	1980	\n	92	horror
tt0081398	movie	raging bull	raging bull	0	1980	\n	129	drama
tt0081400	movie	raise the titanic	raise the titanic	0	1980	\n	115	drama|thriller
tt0081470	movie	the sea wolves	the sea wolves	0	1980	\n	120	action|war
tt0081505	movie	the shining	the shining	0	1980	\n	146	horror
tt0081534	movie	somewhere in time	somewhere in time	0	1980	\n	103	drama|romance
tt0081554	movie	stardust memories	stardust memories	0	1980	\n	89	comedy|drama
tt0081573	movie	superman ii	superman ii	0	1980	\n	127	action|adventure|sci-fi
tt0081633	movie	time bandits	time bandits	0	1981	\n	116	adventure|fantasy|sci-fi
tt0081748	movie	where the buffalo roam	where the buffalo roam	0	1980	\n	96	comedy
tt0081759	movie	windows	windows	0	1980	\n	96	drama
tt0082009	movie	american pop	american pop	0	1981	\n	96	animation|musical
tt0082010	movie	an american werewolf in london	an american werewolf in london	0	1981	\n	97	horror
tt0082031	movie	arthur	arthur	0	1981	\n	97	comedy|romance
tt0082083	movie	blood beach	blood beach	0	1980	\n	92	action|horror
tt0082089	movie	body heat	body heat	0	1981	\n	113	crime|thriller
tt0082096	movie	das boot	das boot	0	1981	\n	149	action|drama|war
tt0082121	movie	bustin' loose	bustin' loose	0	1981	\n	94	comedy
tt0082158	movie	chariots of fire	chariots of fire	0	1981	\n	125	drama
tt0082172	movie	choices	choices	0	1981	\n	90	drama
tt0082198	movie	conan the barbarian	conan the barbarian	0	1982	\n	129	action|adventure
tt0082199	movie	condorman	condorman	0	1981	\n	90	action|adventure|children|comedy
tt0082206	movie	coup de torchon	coup de torchon	0	1981	\n	128	crime
tt0082220	movie	cutter's way	cutter's way	0	1981	\n	109	drama|thriller
tt0082250	movie	death wish ii	death wish ii	0	1982	\n	88	action|drama
tt0082252	movie	the decline of western civilization	the decline of western civilization	0	1981	\n	100	documentary
tt0082263	movie	the devil and max devlin	the devil and max devlin	0	1981	\n	96	comedy
tt0082269	movie	diva	diva	0	1981	\n	117	action|drama|mystery|romance|thriller
tt0082340	movie	escape from new york	escape from new york	0	1981	\n	99	action|adventure|sci-fi|thriller
tt0082348	movie	excalibur	excalibur	0	1981	\n	140	action|drama|fantasy|romance
tt0082377	movie	the final conflict	the final conflict	0	1981	\n	108	horror
tt0082398	movie	for your eyes only	for your eyes only	0	1981	\n	127	action
tt0082406	movie	the fox and the hound	the fox and the hound	0	1981	\n	83	animation|children
tt0082418	movie	friday the 13th part 2	friday the 13th part 2	0	1981	\n	87	horror
tt0082427	movie	the funhouse	the funhouse	0	1981	\n	96	horror
tt0082474	movie	the great muppet caper	the great muppet caper	0	1981	\n	97	children|comedy
tt0082484	movie	quest for fire	la guerre du feu	0	1981	\n	100	adventure
tt0082495	movie	halloween ii	halloween ii	0	1981	\n	92	horror
tt0082509	movie	heavy metal	heavy metal	0	1981	\n	86	action|adventure|animation|horror|sci-fi
tt0082511	movie	hell night	hell night	0	1981	\n	101	horror
tt0082517	movie	history of the world: part i	history of the world: part i	0	1981	\n	92	comedy
tt0082533	movie	the howling	the howling	0	1981	\n	91	horror
tt0082622	movie	knightriders	knightriders	0	1981	\n	146	action|adventure|drama
tt0082694	movie	the road warrior	mad max 2	0	1981	\n	95	action|sci-fi
tt0082736	movie	mephisto	mephisto	0	1981	\n	144	drama|war
tt0082766	movie	mommie dearest	mommie dearest	0	1981	\n	129	drama
tt0082817	movie	nighthawks	nighthawks	0	1981	\n	99	action|drama
tt0082846	movie	on golden pond	on golden pond	0	1981	\n	109	drama
tt0082933	movie	possession	possession	0	1981	\n	124	drama|horror
tt0082934	movie	the postman always rings twice	the postman always rings twice	0	1981	\n	122	crime|thriller
tt0082945	movie	prince of the city	prince of the city	0	1981	\n	167	drama
tt0082971	movie	raiders of the lost ark	raiders of the lost ark	0	1981	\n	115	action|adventure
tt0082979	movie	reds	reds	0	1981	\n	195	drama
tt0083131	movie	stripes	stripes	0	1981	\n	106	comedy
tt0083254	movie	under the rainbow	under the rainbow	0	1981	\n	98	comedy
tt0083530	movie	airplane ii: the sequel	airplane ii: the sequel	0	1982	\n	85	comedy
tt0083550	movie	amityville ii: the possession	amityville ii: the possession	0	1982	\n	104	horror
tt0083587	movie	l'associé	l'associé	0	1979	\n	94	comedy
tt0083658	movie	blade runner	blade runner	0	1982	\n	117	film-noir|sci-fi
tt0083722	movie	cat people	cat people	0	1982	\n	118	horror
tt0083767	movie	creepshow	creepshow	0	1982	\n	120	horror
tt0083791	movie	the dark crystal	the dark crystal	0	1982	\n	93	children|fantasy|sci-fi
tt0083798	movie	dead men don't wear plaid	dead men don't wear plaid	0	1982	\n	88	comedy|crime|thriller
tt0083833	movie	diner	diner	0	1982	\n	110	comedy|drama
tt0083851	movie	the draughtsman's contract	the draughtsman's contract	0	1982	\n	108	drama
tt0083866	movie	e.t. the extra-terrestrial	e.t. the extra-terrestrial	0	1982	\n	115	children|drama|fantasy|sci-fi
tt0083911	movie	experience preferred... but not essential	experience preferred... but not essential	0	1982	\n	80	drama
tt0083922	movie	fanny and alexander	fanny och alexander	0	1982	\n	188	drama
tt0083929	movie	fast times at ridgemont high	fast times at ridgemont high	0	1982	\n	90	comedy
tt0083944	movie	first blood	first blood	0	1982	\n	93	action
tt0083946	movie	fitzcarraldo	fitzcarraldo	0	1982	\n	158	adventure|drama
tt0083967	movie	frances	frances	0	1982	\n	140	drama
tt0083972	movie	friday the 13th part iii	friday the 13th part iii	0	1982	\n	95	horror
tt0083987	movie	gandhi	gandhi	0	1982	\n	191	drama
tt0084021	movie	grease 2	grease 2	0	1982	\n	115	comedy|musical|romance
tt0084116	movie	identification of a woman	identificazione di una donna	0	1982	\n	130	drama
tt0084156	movie	it came from hollywood	it came from hollywood	0	1982	\n	80	comedy|documentary
tt0084315	movie	time masters	les maîtres du temps	0	1982	\n	78	animation|sci-fi
tt0084357	movie	the living dead girl	la morte vivante	0	1982	\n	86	horror
tt0084370	movie	my favorite year	my favorite year	0	1982	\n	92	comedy
tt0084390	movie	the ballad of narayama	narayama bushikô	0	1983	\n	130	drama
tt0084395	movie	class reunion	class reunion	0	1982	\n	84	comedy
tt0084412	movie	night shift	night shift	0	1982	\n	106	comedy
tt0084472	movie	parasite	parasite	0	1982	\n	85	horror|sci-fi
tt0084485	movie	penitentiary ii	penitentiary ii	0	1982	\n	108	drama
tt0084503	movie	pink floyd: the wall	pink floyd: the wall	0	1982	\n	95	drama|musical|war
tt0084516	movie	poltergeist	poltergeist	0	1982	\n	114	horror|thriller
tt0084522	movie	porky's	porky's	0	1981	\n	94	comedy
tt0084589	movie	the return of martin guerre	le retour de martin guerre	0	1982	\n	122	drama
tt0084602	movie	rocky iii	rocky iii	0	1982	\n	99	action|drama
tt0084649	movie	the secret of nimh	the secret of nimh	0	1982	\n	82	animation|children
tt0084695	movie	the slumber party massacre	the slumber party massacre	0	1982	\n	77	horror
tt0084707	movie	sophie's choice	sophie's choice	0	1982	\n	150	drama
tt0084723	movie	stacy's knights	stacy's knights	0	1983	\n	100	drama
tt0084726	movie	star trek ii: the wrath of khan	star trek: the wrath of khan	0	1982	\n	113	action|adventure|sci-fi
tt0084745	movie	swamp thing	swamp thing	0	1982	\n	91	horror|sci-fi
tt0084783	movie	tex	tex	0	1982	\n	103	drama
tt0084787	movie	the thing	the thing	0	1982	\n	109	action|horror|sci-fi|thriller
tt0084827	movie	tron	tron	0	1982	\n	96	action|adventure|fantasy|sci-fi
tt0084855	movie	the verdict	the verdict	0	1982	\n	129	drama
tt0084865	movie	victor victoria	victor victoria	0	1982	\n	134	comedy|musical
tt0084898	movie	wend kuuni	wend kuuni	0	1982	\n	75	drama
tt0084938	movie	young doctors in love	young doctors in love	0	1982	\n	96	comedy
tt0085159	movie	amityville 3-d	amityville 3-d	0	1983	\n	105	horror
tt0085244	movie	the big chill	the big chill	0	1983	\n	105	comedy|drama
tt0085276	movie	breathless	breathless	0	1983	\n	100	action|drama|romance|thriller
tt0085333	movie	christine	christine	0	1983	\n	110	horror
tt0085334	movie	a christmas story	a christmas story	0	1983	\n	94	comedy|drama
tt0085346	movie	class	class	0	1983	\n	98	comedy
tt0085382	movie	cujo	cujo	0	1983	\n	93	horror|thriller
tt0085407	movie	the dead zone	the dead zone	0	1983	\n	103	horror|thriller
tt0085470	movie	easy money	easy money	0	1983	\n	95	comedy
tt0085549	movie	flashdance	flashdance	0	1983	\n	95	drama|romance
tt0085636	movie	halloween iii: season of the witch	halloween iii: season of the witch	0	1982	\n	98	horror
tt0085701	movie	the hunger	the hunger	0	1983	\n	97	horror
tt0085750	movie	jaws 3-d	jaws 3-d	0	1983	\n	99	action|horror
tt0085809	movie	koyaanisqatsi	koyaanisqatsi	0	1982	\n	86	documentary|war
tt0085859	movie	local hero	local hero	0	1983	\n	111	comedy
tt0085894	movie	the man with two brains	the man with two brains	0	1983	\n	93	comedy
tt0085919	movie	max dugan returns	max dugan returns	0	1983	\n	98	comedy
tt0085970	movie	mr. mom	mr. mom	0	1983	\n	91	comedy|drama
tt0085980	movie	my tutor	my tutor	0	1983	\n	97	drama
tt0085995	movie	national lampoon's vacation	national lampoon's vacation	0	1983	\n	98	comedy
tt0086005	movie	never cry wolf	never cry wolf	0	1983	\n	105	drama
tt0086014	movie	nightmares	nightmares	0	1983	\n	99	horror
tt0086066	movie	the outsiders	the outsiders	0	1983	\n	91	drama
tt0086129	movie	porky's ii: the next day	porky's ii: the next day	0	1983	\n	98	comedy
tt0086143	movie	private school	private school	0	1983	\n	89	comedy
tt0086154	movie	psycho ii	psycho ii	0	1983	\n	113	horror|thriller
tt0086190	movie	star wars: episode vi - return of the jedi	star wars: episode vi - return of the jedi	0	1983	\n	131	action|adventure|romance|sci-fi|war
tt0086197	movie	the right stuff	the right stuff	0	1983	\n	193	drama
tt0086200	movie	risky business	risky business	0	1983	\n	99	comedy
tt0086320	movie	sleepaway camp	sleepaway camp	0	1983	\n	84	horror
tt0086336	movie	something wicked this way comes	something wicked this way comes	0	1983	\n	95	children|horror
tt0086393	movie	superman iii	superman iii	0	1983	\n	125	action|adventure|sci-fi
tt0086423	movie	tender mercies	tender mercies	0	1983	\n	92	drama
tt0086425	movie	terms of endearment	terms of endearment	0	1983	\n	132	comedy|drama
tt0086465	movie	trading places	trading places	0	1983	\n	116	comedy
tt0086617	movie	the year of living dangerously	the year of living dangerously	0	1982	\n	115	drama|romance
tt0086837	movie	2010	2010	0	1984	\n	116	mystery|sci-fi
tt0086856	movie	the adventures of buckaroo banzai across the 8th dimension	the adventures of buckaroo banzai across the 8th dimension	0	1984	\n	103	adventure|comedy|sci-fi
tt0086859	movie	against all odds	against all odds	0	1984	\n	128	romance
tt0086879	movie	amadeus	amadeus	0	1984	\n	160	drama
tt0086927	movie	bachelor party	bachelor party	0	1984	\n	105	comedy
tt0086969	movie	birdy	birdy	0	1984	\n	120	drama|war
tt0086973	movie	blame it on rio	blame it on rio	0	1984	\n	100	comedy|romance
tt0086979	movie	blood simple.	blood simple.	0	1984	\n	99	drama|film-noir
tt0087004	movie	the brother from another planet	the brother from another planet	0	1984	\n	108	drama|sci-fi
tt0087034	movie	carmen	carmen	0	1984	\n	152	drama
tt0087050	movie	children of the corn	children of the corn	0	1984	\n	92	horror|thriller
tt0087091	movie	country	country	0	1984	\n	105	drama
tt0087175	movie	dreamscape	dreamscape	0	1984	\n	99	adventure|crime|sci-fi|thriller
tt0087182	movie	dune	dune	0	1984	\n	137	fantasy|sci-fi
tt0087188	movie	and the ship sails on	e la nave va	0	1983	\n	132	comedy|war
tt0087231	movie	the falcon and the snowman	the falcon and the snowman	0	1985	\n	131	drama
tt0087262	movie	firestarter	firestarter	0	1984	\n	114	horror|thriller
tt0087265	movie	the flamingo kid	the flamingo kid	0	1984	\n	100	comedy|drama
tt0087277	movie	footloose	footloose	0	1984	\n	107	drama
tt0087298	movie	friday the 13th: the final chapter	friday the 13th: the final chapter	0	1984	\n	91	horror
tt0087332	movie	ghostbusters	ghost busters	0	1984	\n	105	comedy|horror
tt0087344	movie	godzilla 1985	gojira	0	1984	\n	103	action|sci-fi
tt0087359	movie	grandview, u.s.a.	grandview, u.s.a.	0	1984	\n	97	drama
tt0087363	movie	gremlins	gremlins	0	1984	\n	106	comedy|horror
tt0087469	movie	indiana jones and the temple of doom	indiana jones and the temple of doom	0	1984	\n	118	action|adventure
tt0087538	movie	the karate kid	the karate kid	0	1984	\n	126	drama
tt0087553	movie	the killing fields	the killing fields	0	1984	\n	141	drama|war
tt0087688	movie	mass appeal	mass appeal	0	1984	\n	99	drama
tt0087700	movie	meatballs part ii	meatballs part ii	0	1984	\n	87	comedy
tt0087722	movie	mike's murder	mike's murder	0	1984	\n	109	mystery
tt0087727	movie	missing in action	missing in action	0	1984	\n	101	action|war
tt0087755	movie	the muppets take manhattan	the muppets take manhattan	0	1984	\n	94	children|comedy
tt0087781	movie	the natural	the natural	0	1984	\n	138	drama
tt0087799	movie	night of the comet	night of the comet	0	1984	\n	95	action|horror|sci-fi
